StudentID;Jaar;Bevl_1;Bevl_2;Bevl_3;Burn1_1;Burn1_2;Burn1_3;Burn1_4;Mot_Stress_1;Mot_Stress_2;Mot_Stress_4;Onnodige_stress_1;Onnodige_stress_2;Onnodige_stress_3;Onnodige_stress_4;Onnodige_stress_5;Onnodige_stress_6;Onnodige_stress_7;Onnodige_stress_8;Onnodige_stress_9;Onnodige_stress_10;Leefst;Cantrill_1;Q297_1;Depr_1;Depr_2;Depr_3;Depr_4;Depr_5;Depr_6;Depr_7;Depr_8;Studiejaar;StPunt_beh;Cijfer_huidig_1;Vertr;StopInt;Hulp_1;Hulp_2;Hulp_3;Bekendgebruik_1;Bekendgebruik_2;Bekendgebruik_3;Bekendgebruik_4;Bekendgebruik_5;Bekendgebruik_6;Bekendgebruik_7;Cogn_Eng1_1;Cogn_Eng1_2;Cogn_Eng1_3;Cogn_Eng1_4;Cogn_Eng1_5;Cogn_Eng1_6;Cogn_Eng2_1;Cogn_Eng2_2;Cogn_Eng2_3;Cogn_Eng2_4;Cogn_Eng2_5;Cogn_Eng2_6;Cogn_Eng2_7;Cogn_Eng2_8;Partici1_1;Partici1_2;Partici1_3;Partici1_4;Geslacht;Leeftijd;Vooropleid;Locatie;Domein;Opleidingsvorm;Stopint2;Betrok_Ouders;Werk_1;Uitwissel
1114;2025;3;4;4;5;5;4;2;4.6;4.6;4.2;3;5;5;5;5;4;3;3;4;;2;3.4;4.6;3.67;3.67;3.67;1;3.67;1;2.33;2.33;3;3.67;4;1;1;1;1;1;3;1;3;1;1;1;1;5;5;2;5;3;3;3;2;2;3;3;5;2;3;5;5;5;1;Man;20;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;3;2.2;0
1115;2025;4;3;4;1;1;1;3;3.4;2.2;3.8;4;4;1;5;5;3;1;2;2;5;4;4.2;3.8;1;1;2.33;5;1;5;1;2.33;3;2.13;3.96;1;0;1;1;1;3;3;3;1;1;1;1;4;3;3;4;4;4;4;4;4;2;3;5;3;3;5;4;1;1;Vrouw;21;Havo;Alkmaar;Onderwijs en Innovatie (ONI);Voltijd;5;4;1.8;0
1116;2025;4;4;4;3;2;4;2;4.6;3.8;4.2;2;4;2;4;4;5;3;4;2;2;4;3.8;3.8;1;2.33;3.67;3.67;1;3.67;2.33;2.33;3;10.4;3.84;1;0;1;1;1;3;1;3;1;3;1;1;5;5;3;5;4;4;5;4;4;2;3;4;2;4;3;2;3;1;Vrouw;43;Mbo;Alkmaar;Onderwijs en Innovatie (ONI);Deeltijd;5;4;1;0
1117;2025;1;2;1;4;2;5;4;1.4;3.8;1.4;3;4;3;5;5;5;2;4;5;3;4;3;3.8;3.67;3.67;2.33;2.33;2.33;2.33;2.33;3.67;3;1.33;2.6;1.8;0;3;1;1;3;3;3;3;3;3;3;3;4;4;4;2;3;4;4;5;5;1;5;4;4;3;1;1;1;Vrouw;21;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;3;2.28;0
1118;2025;1;3;3;3;2;3;5;3.4;3;3.8;4;4;4;3;3;1;1;2;2;2;5;4.2;3.8;1;2.33;5;3.67;2.33;5;1;1;3;11;4;1;0;1;1;1;3;3;5;1;3;1;1;4;4;2;5;4;5;4;4;4;4;1;4;3;4;3;1;1;4;Man;21;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;4;1;0
1119;2025;2;3;1;3;3;2;3;1.4;3.4;2.6;1;1;1;1;1;3;1;3;1;1;4;4.2;3;2.33;2.33;2.33;3.67;2.33;5;2.33;3.67;3;1;1;5;1;3;1;1;3;5;5;1;1;1;1;2;4;5;5;3;5;4;4;3;1;4;4;2;3;1;1;1;1;Man;56;Anders, namelijk (vul in):;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Duaal;3;1;2.6;0
1120;2025;4;4;4;2;1;3;1;4.2;2.2;3.8;3;3;;4;5;3;2;1;1;1;3;3.8;3.4;1;1;2.33;5;1;3.67;1;2.33;3;4;4.04;1;0;1;1;1;3;1;3;3;3;1;1;4;4;2;5;5;5;5;4;4;4;3;5;4;4;4;3;1;3;Man;24;Mbo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;2;1;0
1121;2025;4;4;3;1;1;1;1;4.2;1.4;4.2;2;1;1;1;1;1;1;1;1;1;3;4.2;3.8;1;1;1;3.67;1;5;1;1;3;10.87;4.04;1;0;1;1;1;3;1;1;1;1;1;1;2;4;1;3;5;5;4;4;4;5;4;5;5;5;3;2;2;4;Man;22;Mbo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;4;2.28;0
1122;2025;3;4;4;4;2;4;3;3.8;5;3.4;1;2;1;1;3;3;4;2;;2;3;2.2;3.4;3.67;2.33;3.67;2.33;3.67;2.33;2.33;3.67;3;3.53;4.36;2.6;0;1;1;3;3;3;5;3;3;1;1;4;5;4;4;4;4;4;2;4;2;3;5;2;4;5;5;1;2;Man;21;Vwo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;3;1.64;0
1123;2025;3;4;3;3;2;3;2;4.2;4.2;3.8;4;3;2;4;5;2;1;2;1;3;4;4.2;3.8;1;1;2.33;3.67;1;3.67;1;2.33;3;11.53;4.28;1;0;1;1;1;3;3;3;3;1;1;1;4;4;3;4;5;5;4;5;5;5;3;5;2;3;5;5;3;2;Man;20;Vwo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;4;1.72;0
1124;2025;2;3;3;4;2;2;3;3.4;2.6;3.4;3;2;3;4;4;4;2;1;1;2;3;4.2;3.4;1;2.33;2.33;2.33;1;2.33;1;1;3;2.33;3;3.4;0;1;1;1;3;1;3;1;1;1;1;3;4;3;4;3;4;4;3;4;3;2;4;2;4;2;1;4;1;Man;21;Mbo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;2;2.04;0
1125;2025;4;4;4;2;2;4;1;4.2;3;4.2;;4;;3;;3;1;3;3;2;4;4.2;3.8;2.33;1;2.33;3.67;1;3.67;2.33;1;3;12.33;3.8;1;0;1;1;1;3;3;3;1;3;1;1;5;4;1;5;5;5;3;4;3;4;2;5;2;3;3;4;1;1;Vrouw;38;Mbo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Deeltijd;5;2;3.4;0
1126;2025;2;3;2;3;2;2;2;3.8;3.4;3;1;2;2;4;4;3;1;2;3;2;5;4.2;3.8;1;2.33;2.33;3.67;2.33;3.67;1;1;3;3;3.6;1;0;3;1;1;3;1;3;3;1;1;1;3;4;3;4;4;4;2;3;3;2;2;5;3;4;2;1;1;1;Man;19;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;4;2.6;0
1127;2025;4;4;4;2;3;4;3;4.6;3.4;4.2;1;4;2;3;3;4;1;4;5;1;5;4.2;4.6;1;1;1;3.67;1;3.67;1;2.33;3;6.67;4.12;1;0;1;1;1;3;3;3;1;1;1;1;4;3;3;4;4;4;4;3;3;3;3;5;3;3;3;4;3;1;Vrouw;51;Vwo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Deeltijd;5;1;2.92;0
1128;2025;2;3;3;3;2;3;3;2.6;3.4;3.4;4;4;1;2;3;3;4;1;4;1;3;3.8;4.2;2.33;3.67;5;3.67;1;3.67;2.33;3.67;3;2.8;3.72;2.6;0;5;1;5;3;1;3;1;1;1;1;4;3;4;4;4;4;4;4;4;3;3;5;4;4;2;1;2;2;Man;19;Havo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;2;2.2;0
1129;2025;2;3;2;2;3;1;4;2.6;1.8;3;3;5;1;1;2;3;2;1;5;1;3;3.8;3.8;2.33;3.67;2.33;2.33;2.33;2.33;2.33;3.67;3;2.87;4.08;2.6;0;1;1;1;3;3;3;5;1;1;1;2;4;3;5;3;4;2;1;1;4;1;5;2;2;1;1;1;1;Man;19;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;2;2.28;0
1130;2025;2;3;3;4;4;1;4;1.8;4.2;2.2;2;3;3;3;3;4;3;5;4;2;3;3.4;4.2;2.33;2.33;2.33;2.33;3.67;2.33;1;3.67;3;3.67;3.88;5;1;5;1;5;3;1;5;1;1;1;1;3;4;5;5;3;4;3;2;5;3;2;5;2;3;1;1;1;1;Vrouw;39;Anders, namelijk (vul in):;Alkmaar;Onderwijs en Innovatie (ONI);Deeltijd;5;3;1;0
1131;2025;3;3;2;3;3;3;4;2.6;4.2;3;3;3;3;4;4;2;1;1;2;1;4;3.4;3.8;3.67;3.67;2.33;2.33;1;2.33;2.33;3.67;3;2.87;3.6;2.6;1;5;1;3;3;1;1;1;1;1;1;3;5;4;5;3;3;3;2;4;2;2;5;2;3;1;1;1;1;Man;25;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Deeltijd;5;3;4.2;0
1132;2025;4;4;2;2;2;4;3;3.4;3.4;3.4;3;5;4;5;4;2;1;2;2;2;4;3.4;3.4;2.33;2.33;1;2.33;2.33;3.67;1;2.33;3;3;4;2.6;0;1;1;1;3;3;5;1;1;3;5;4;4;3;5;4;3;3;3;3;3;3;5;4;4;3;3;3;1;Vrouw;45;Havo;Alkmaar;Onderwijs en Innovatie (ONI);Deeltijd;5;3;1;0
1133;2025;3;3;3;3;3;2;3;3.4;3.4;3.4;2;3;3;5;5;5;;4;4;1;4;4.6;3.8;1;1;1;5;1;5;1;2.33;3;3;3.56;1;1;1;1;1;3;1;3;5;1;1;1;4;4;3;4;3;3;4;3;4;4;2;5;3;4;4;3;2;2;Vrouw;19;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;4;1.88;0
1134;2025;1;3;3;4;4;5;4;3;2.6;3.4;1;3;3;3;5;5;1;2;2;5;4;3.8;3.4;1;2.33;2.33;3.67;1;3.67;2.33;2.33;3;11;3.84;1;0;1;1;3;3;1;3;1;1;1;1;3;5;2;4;4;4;4;3;4;4;5;5;3;4;3;1;1;1;Man;23;Mbo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;3;1.96;0
1135;2025;3;4;3;2;1;2;2;3.8;3.4;3.8;;1;1;2;3;2;;3;3;;4;4.2;3.8;2.33;1;1;3.67;1;3.67;2.33;1;3;3;3.68;1;0;1;1;1;3;1;1;1;1;1;1;4;5;2;5;5;5;5;5;5;3;3;4;3;5;3;1;1;1;Man;20;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;4;2.2;0
1136;2025;3;3;3;4;4;3;4;3.4;3.8;3.4;3;3;4;2;4;1;1;2;2;4;2;2.2;3.4;2.33;1;1;2.33;1;2.33;2.33;2.33;3;1.8;3.56;1;0;1;1;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;2;3;3;3;3;3;2;3;3;3;3;Vrouw;19;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Deeltijd;3;1;4.84;0
1137;2025;2;3;2;5;4;4;4;2.6;4.2;3;2;3;2;5;5;4;;2;3;3;3;3;3.8;3.67;3.67;2.33;3.67;2.33;2.33;2.33;3.67;3;1.87;3.88;3.4;0;1;1;5;3;5;5;3;3;1;1;4;5;4;4;3;3;3;2;3;2;3;4;3;3;1;4;2;1;Vrouw;20;Havo;Haarlem;Onderwijs en Innovatie (ONI);Voltijd;5;3;1.96;0
1138;2025;2;3;1;4;4;5;3;2.2;3.4;1.8;5;5;3;4;3;4;;5;4;5;4;3.8;3.8;3.67;2.33;1;2.33;3.67;1;3.67;5;3;3.33;4;1.8;1;3;1;1;3;3;3;5;3;3;3;3;4;2;5;2;4;3;3;2;4;3;5;2;2;4;2;2;1;Vrouw;23;Ik heb een buitenlandse vooropleiding afgerond (bv. A-levels);Haarlem;Business, Finance and Law (BFL);Voltijd;1;2;2.2;1
1139;2025;4;5;5;3;2;1;1;5;3.4;5;4;3;5;4;4;2;1;1;2;3;4;3.8;3.8;1;1;1;5;2.33;3.67;2.33;2.33;3;2;4;1;0;3;1;1;3;1;3;3;1;1;1;5;5;2;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;Vrouw;21;Havo;Haarlem;Creative Business (CB);Voltijd;5;5;1.64;0
1140;2025;3;3;4;4;4;4;3;3.8;4.2;3.4;4;4;4;5;5;4;5;4;5;3;4;2.2;3.4;2.33;3.67;5;2.33;3.67;2.33;3.67;3.67;3;3;3.84;1;1;1;3;3;3;3;3;3;1;1;1;5;5;2;4;2;1;5;3;5;5;2;5;5;4;5;4;3;2;Man;23;Havo;Haarlem;Business, Finance and Law (BFL);Voltijd;3;1;1.64;0
1141;2025;3;4;3;4;3;3;4;3.4;4.2;3.4;2;3;2;4;4;4;4;3;4;3;3;2.6;3.4;2.33;3.67;3.67;2.33;2.33;3.67;2.33;3.67;3;11.67;3.4;1.8;0;1;1;1;3;1;3;1;1;1;1;4;4;3;3;4;4;4;4;3;3;3;4;2;3;2;1;2;2;Vrouw;19;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;3;3.4;0
1142;2025;3;4;3;3;3;2;3;3;4.2;3.4;2;1;1;2;2;1;4;2;2;3;4;3.4;4.2;3.67;3.67;3.67;2.33;3.67;2.33;3.67;3.67;3;8.13;3.56;1.8;0;1;3;3;3;3;5;1;1;1;1;5;5;4;5;5;5;5;5;5;5;5;5;5;5;3;1;1;1;Vrouw;40;Anders, namelijk (vul in):;Haarlem;Onderwijs en Innovatie (ONI);Voltijd;5;;2.28;1
1143;2025;4;5;4;2;2;2;1;4.6;2.2;4.6;3;3;3;2;4;2;2;2;3;2;4;4.6;2.6;1;1;2.33;5;1;5;1;1;3;7;4.24;1;0;1;1;1;3;1;3;3;1;5;1;4;5;2;5;5;5;4;4;5;4;3;5;4;5;2;3;2;3;Man;20;Havo;Haarlem;Creative Business (CB);Voltijd;5;4;1.96;0
1144;2025;4;4;3;2;2;3;3;3.8;3.8;3.4;2;4;3;3;4;4;2;3;2;2;3;4.2;4.2;2.33;2.33;1;3.67;1;3.67;1;2.33;3;1.4;3.4;3.4;0;3;1;1;3;5;3;1;1;3;1;3;4;3;4;4;4;4;4;4;4;3;4;3;3;4;4;3;1;Vrouw;34;Mbo;Haarlem;Onderwijs en Innovatie (ONI);Duaal;5;4;4.2;0
1145;2025;3;4;3;3;3;2;3;3.8;3.8;3.8;4;2;3;3;5;4;3;4;4;2;4;3.8;3.8;2.33;3.67;3.67;2.33;2.33;2.33;2.33;2.33;3;6.73;3.72;1;0;1;1;1;3;1;3;1;1;1;1;3;4;4;4;4;4;2;2;3;3;3;4;3;3;4;2;3;1;Vrouw;27;Mbo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;4;1.48;0
1146;2025;1;4;3;2;2;3;3;3;1.8;3.4;3;2;2;2;2;1;1;3;3;4;4;3.4;4.2;2.33;2.33;2.33;3.67;2.33;3.67;2.33;2.33;3;3.2;3.52;1;0;1;1;1;3;3;3;3;1;1;1;3;4;3;4;5;5;3;4;4;4;3;4;3;3;3;2;4;3;Vrouw;19;Havo;Haarlem;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;3;1;0
1147;2025;3;4;3;4;4;4;3;3.8;4.6;3.8;2;3;;3;4;5;;1;4;;4;3.4;4.2;2.33;2.33;2.33;3.67;1;3.67;2.33;1;3;3.33;4.16;1.8;0;5;1;3;3;1;5;1;1;3;3;4;4;2;4;4;3;4;4;4;4;4;5;3;3;4;5;2;1;Vrouw;25;Mbo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;1;1.8;0
1148;2025;1;2;2;4;5;5;4;1.8;4.6;1.8;;4;;5;3;4;;;3;1;4;3.4;4.2;2.33;3.67;2.33;5;1;3.67;2.33;3.67;3;8.87;3.8;4.2;0;1;1;1;3;1;3;1;1;1;1;3;4;5;4;2;4;3;3;3;1;1;4;1;1;1;1;1;1;Vrouw;19;Havo;Haarlem;Onderwijs en Innovatie (ONI);Voltijd;5;3;1.8;0
1149;2025;2;3;4;2;3;2;3;3.8;3.8;3.4;;3;3;3;2;3;1;4;4;1;3;3.4;3.8;1;2.33;3.67;2.33;1;2.33;1;1;3;2.33;4.28;3.4;1;3;1;3;3;5;3;1;1;1;3;4;3;3;5;4;4;4;4;4;4;3;4;3;3;3;1;3;1;Vrouw;36;Mbo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Deeltijd;5;2;3.56;0
1150;2025;2;3;2;2;2;4;2;3.4;3.8;4.2;1;3;1;4;3;5;2;3;;1;3;3.8;3.4;2.33;1;3.67;3.67;2.33;3.67;2.33;2.33;3;2.07;3.84;2.6;0;1;1;1;3;3;3;1;1;1;1;4;5;3;5;4;2;3;2;2;2;3;4;3;3;3;2;1;2;Vrouw;20;Havo;Haarlem;Onderwijs en Innovatie (ONI);Voltijd;5;3;2.2;0
1151;2025;3;3;4;2;2;1;4;3.8;1.8;4.2;1;3;1;1;2;2;3;2;3;2;5;4.2;4.2;1;2.33;3.67;5;1;3.67;1;3.67;3;2.93;4.56;1;1;1;1;1;3;3;3;1;1;1;1;3;4;2;2;4;5;4;4;4;4;3;5;3;3;1;1;2;1;Man;22;Mbo;Haarlem;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;4;1.4;0
1152;2025;4;2;3;4;4;4;4;4.2;2.6;1.8;3;5;2;5;4;4;;4;5;4;4;3.8;4.6;2.33;5;2.33;5;2.33;5;1;5;3;2.93;4.08;1;1;5;5;1;3;3;5;3;3;1;1;4;5;2;4;3;4;4;4;4;4;2;5;3;3;4;5;5;5;Man;24;Anders, namelijk (vul in):;Haarlem;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;4;2.6;0
1153;2025;2;3;3;4;5;4;4;2.2;5;1.8;2;5;2;5;5;5;3;5;5;1;3;2.6;3.8;3.67;3.67;5;2.33;5;2.33;2.33;3.67;3;1;1;1.8;0;5;1;5;3;1;3;3;1;1;1;4;5;3;4;4;3;3;4;5;4;3;5;3;3;3;4;3;3;Man;21;Havo;Haarlem;Creative Business (CB);Voltijd;5;3;1;0
1154;2025;2;4;4;2;2;4;4;2.2;3;3.8;1;3;1;3;3;3;1;3;3;3;5;4.2;3.8;1;2.33;1;5;1;5;1;2.33;3;2.13;3.52;1;0;1;1;1;3;3;3;1;1;1;1;3;4;3;4;4;4;4;4;4;3;2;4;3;3;4;1;1;1;Man;23;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Duaal;5;4;3.56;0
1155;2025;4;3;5;2;2;3;2;3.8;3;3.4;5;4;1;4;5;2;1;2;5;3;4;3.8;4.6;1;1;1;3.67;1;3.67;1;1;3;3.2;3.68;1;0;1;1;1;3;3;3;3;3;1;1;3;4;3;3;5;5;4;4;4;3;2;5;3;4;3;1;2;3;Man;20;Havo;Haarlem;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;1;1;0
1156;2025;4;4;4;4;4;3;3;4.2;4.2;3.8;2;2;2;2;2;2;2;2;3;1;4;4.2;3;2.33;2.33;2.33;3.67;1;3.67;1;2.33;3;3;4.4;1.8;0;1;1;1;3;5;5;5;1;1;1;4;4;4;5;4;4;4;4;4;3;3;5;4;4;3;3;2;2;Man;23;Havo;Haarlem;Creative Business (CB);Voltijd;5;2;2.2;0
1157;2025;4;5;5;3;2;3;3;4.2;3.8;3.8;4;4;2;3;5;5;2;2;3;;5;4.2;3.8;3.67;2.33;5;5;1;3.67;2.33;2.33;3;11;3.92;1;0;1;1;1;3;1;3;5;1;1;1;5;5;2;5;5;5;5;5;4;4;4;5;3;4;3;1;1;1;Vrouw;20;Havo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;2;1.64;0
1158;2025;1;1;1;5;5;5;5;1.8;4.6;1;2;5;;5;5;4;;;;;4;2.2;3.4;5;5;2.33;1;5;2.33;5;3.67;3;11.4;1.4;1;1;5;1;5;3;1;5;1;1;1;1;5;5;3;4;1;1;4;2;2;3;2;5;1;1;5;1;1;1;Vrouw;19;Havo;Haarlem;Techniek, Ontwerpen en Informatica (TOI);Voltijd;3;4;2.2;0
1159;2025;2;3;3;3;4;4;4;1.8;2.2;2.6;3;4;2;2;4;2;2;2;4;5;5;4.2;3.4;1;3.67;1;3.67;1;3.67;2.33;2.33;3;2;3.96;1;0;1;1;1;3;3;3;3;1;1;1;3;3;4;4;4;5;4;4;5;4;4;5;3;3;3;3;2;1;Vrouw;19;Havo;Haarlem;Onderwijs en Innovatie (ONI);Voltijd;5;5;1.8;0
1160;2025;3;4;4;3;2;2;2;3.8;3.4;4.2;2;3;2;3;4;4;4;4;3;2;4;3.8;4.2;3.67;2.33;2.33;3.67;1;3.67;2.33;2.33;3;3.33;3.8;2.6;0;1;3;1;3;3;5;1;1;1;1;4;4;3;4;4;4;4;2;4;4;4;4;4;4;4;1;1;2;Vrouw;22;Mbo;Haarlem;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;4;1.8;0
1161;2025;3;4;4;2;1;4;3;4.6;2.6;4.2;4;4;3;;3;;;1;1;2;3;4.6;3.4;1;1;2.33;5;1;5;2.33;2.33;3;3;4.2;1;0;3;1;1;3;1;5;5;1;5;1;4;4;2;4;5;4;4;4;4;3;3;5;3;3;4;4;4;3;Anders;20;Havo;Rotterdam;Creative Business (CB);Voltijd;5;4;1.88;0
1162;2025;3;4;4;3;3;2;3;4.6;4.2;3.4;3;4;3;4;4;4;4;4;5;3;4;2.6;3.8;5;3.67;3.67;2.33;3.67;2.33;3.67;3.67;3;3;3.88;1;0;5;5;5;3;3;3;1;1;3;1;5;5;3;4;4;4;4;4;4;4;3;4;3;3;3;2;4;3;Vrouw;21;Havo;Rotterdam;Business, Finance and Law (BFL);Voltijd;5;4;1;0
1163;2025;3;4;2;2;2;2;3;3.8;4.2;3.4;2;3;;4;5;4;3;2;3;2;4;4.2;3.8;2.33;2.33;2.33;3.67;1;5;2.33;2.33;3;3;4.08;2.6;0;3;1;1;3;3;3;1;1;1;1;3;4;3;4;4;5;4;3;3;3;3;5;3;4;2;1;2;2;Vrouw;19;Havo;Rotterdam;Business, Finance and Law (BFL);Voltijd;5;4;1.96;0
1164;2025;3;4;5;4;4;5;5;2.6;5;3.8;2;5;2;4;5;5;5;2;5;5;3;2.6;3.8;1;3.67;3.67;2.33;1;3.67;2.33;3.67;3;10.67;4;1;1;1;1;1;3;3;3;3;1;1;1;4;4;2;4;5;3;3;3;3;3;4;3;2;3;4;1;3;1;Vrouw;20;Havo;Rotterdam;Business, Finance and Law (BFL);Voltijd;5;5;1.96;0
1165;2025;4;5;5;3;2;3;2;5;3.8;4.2;2;1;1;2;2;2;5;4;2;1;5;4.2;4.6;1;1;2.33;3.67;1;3.67;2.33;1;3;11.73;4.56;1.8;0;3;1;1;3;3;1;3;1;1;1;5;5;2;5;5;5;5;5;5;5;5;5;5;5;4;1;4;3;Vrouw;53;Anders, namelijk (vul in):;Rotterdam;Onderwijs en Innovatie (ONI);Deeltijd;5;;3.64;0
1166;2025;2;2;2;4;3;4;4;3.4;3.4;3;3;4;3;4;4;4;3;3;4;5;4;3.8;3.4;2.33;2.33;2.33;3.67;2.33;3.67;1;2.33;3;3;3.84;1;1;1;1;1;3;1;3;3;1;3;1;4;4;2;3;1;2;1;1;1;3;1;4;1;1;1;1;1;1;Vrouw;20;Havo;Rotterdam;Creative Business (CB);Voltijd;5;5;1.8;0
1167;2025;4;3;4;2;2;3;2;5;1.8;4.2;3;3;3;4;4;4;2;3;;;5;4.2;3.4;1;1;2.33;3.67;2.33;3.67;1;1;3;3;3.8;1;0;1;1;3;3;3;1;1;1;3;3;4;5;3;5;4;5;4;4;4;4;4;4;4;4;4;1;4;1;Man;20;Havo;Rotterdam;Business, Finance and Law (BFL);Voltijd;5;3;1.8;0
1168;2025;3;3;3;4;4;3;4;3.4;4.6;3.4;2;3;2;5;5;5;3;4;4;1;3;3.8;4.6;2.33;3.67;1;3.67;1;5;2.33;2.33;3;3;4.12;1.8;1;1;1;1;3;3;3;1;1;1;1;4;4;4;5;3;5;3;5;3;5;5;5;5;5;5;3;4;3;Man;20;Havo;Rotterdam;Business, Finance and Law (BFL);Voltijd;5;3;2.28;0
1169;2025;3;5;4;1;1;1;1;5;2.6;4.2;;3;;;4;3;;2;2;1;4;4.2;4.2;1;1;3.67;5;1;5;1;2.33;3;4.33;3.8;1;0;1;1;1;3;3;1;1;1;1;1;4;4;2;5;5;5;3;3;3;3;5;5;3;3;2;1;1;1;Vrouw;40;Mbo;Rotterdam;Gezondheid, Sport en Welzijn (GSW);Deeltijd;5;2;2.6;0
1170;2025;2;4;2;4;3;4;4;2.6;3.8;3;2;4;3;4;5;4;4;4;4;3;3;2.6;3.4;3.67;5;5;2.33;3.67;2.33;3.67;5;3;2;3.68;3.4;0;1;1;5;3;1;5;3;1;1;1;3;3;3;4;2;3;3;2;3;1;2;5;2;3;1;3;3;1;Vrouw;21;Havo;Rotterdam;Business, Finance and Law (BFL);Voltijd;5;2;3;0
1171;2025;2;3;2;4;2;5;5;3.8;4.2;1;3;5;4;4;4;5;1;5;4;2;4;3.4;4.2;3.67;3.67;3.67;2.33;2.33;2.33;3.67;3.67;3;11.4;3.8;1;1;5;5;5;3;1;5;1;1;1;1;4;1;1;2;2;4;2;1;3;1;2;1;1;1;1;1;1;1;Vrouw;28;Anders, namelijk (vul in):;Rotterdam;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;4;2.6;0
1172;2025;2;3;2;3;3;3;5;3.4;3.4;2.6;5;3;4;5;5;3;;4;4;2;3;3.4;3.8;2.33;2.33;3.67;2.33;2.33;2.33;2.33;2.33;3;2.33;3.4;2.6;0;1;1;5;3;1;1;5;1;3;1;2;4;3;3;4;4;4;4;4;3;2;4;1;3;4;1;1;1;Vrouw;22;Havo;Rotterdam;Business, Finance and Law (BFL);Voltijd;5;2;3.4;0
1173;2025;3;4;3;3;3;2;4;3.8;3.4;3.4;5;2;3;;5;2;1;2;4;4;5;3.8;3.4;2.33;3.67;2.33;5;2.33;3.67;2.33;2.33;3;1.67;3.64;2.6;0;1;5;5;3;1;5;5;1;1;1;4;4;3;5;5;5;4;3;5;4;3;5;5;4;5;5;4;1;Vrouw;22;Havo;Rotterdam;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;1;3.16;0
1174;2025;2;2;1;5;5;5;5;1;5;1;5;5;5;5;5;5;;5;5;5;4;3.8;3.8;5;5;5;2.33;5;2.33;1;3.67;3;3.33;3.84;1;1;5;5;5;3;1;5;3;3;3;3;4;5;3;5;2;1;3;3;3;3;3;3;3;3;3;3;3;3;Man;21;Mbo;Rotterdam;Business, Finance and Law (BFL);Voltijd;5;2;3.4;0
1175;2025;3;3;3;3;4;4;5;3.8;4.6;3.8;3;4;3;4;4;5;;4;4;3;2;3.4;3.4;2.33;3.67;2.33;3.67;2.33;2.33;2.33;3.67;3;3;3.4;1;0;1;1;1;3;1;1;1;1;3;1;4;4;3;4;4;5;4;4;4;4;3;5;3;3;3;1;1;1;Vrouw;22;Mbo;Rotterdam;Creative Business (CB);Voltijd;5;2;2.6;0
1176;2025;3;4;3;2;3;2;3;3.8;3;3.8;1;1;1;1;3;3;1;2;1;1;4;3.8;3.4;2.33;2.33;2.33;3.67;2.33;3.67;1;2.33;3;3.8;3.92;1;0;1;1;1;3;1;3;3;1;1;1;3;4;3;3;3;2;2;2;2;3;1;5;3;3;1;1;1;1;Man;21;Vwo;Rotterdam;Business, Finance and Law (BFL);Voltijd;5;2;1.4;0
